identifier;location;series;inscription;original
KN As 607+;KN;As;a-ra-ko , ta-ta-ro , (si)-mi-do , (*56)-ni-sa-ta , (ro)-ti-jo , ;.1 ]VIR 1 a-ra-ko VIR 1 .2 ]1 ta-ta-ro VIR 1 .3 ]VIR 1 (si)-mi-do VIR 1 (*56)-ni-sa-ta VIR 1 .4 ](1) [ ](ro)-ti-jo VIR 1 .5a ] ke-re-(to)[ .5b ](1) i-ne-u , ra-(ja)[
KN As 608+;KN;As;ko-me-no , ;](i) 1 DA 1 / (ku)-(ru)-no[ ] VIR 5 [ ] 1 DA 1 / pa-ta-u-(na) [ ] VIR (1)[ ](1) / [ ]pa-ta-u-na // a3[ ] VIR 1 DA 1 / pa-ta-u-na // ko-no-si-jo (VIR)[ ] ta-so DA 1 / (ke) [ ] 1 ke , ta-pa-da-no DA 1 / ke // si-to-(po)[ ]ko-me-no VIR (1)[ ] no-do-ro-we (DA)[ lat. inf. ] DA 1 a-ma[ ]e-ne-o (o)-u[
KN As 609+;KN;As;wi-(je)-mo , qe-te-se-u , no-da-ro , (to)-so , ;]re-po-so [ ka-ri-(se)-u [ ] wi-(je)-mo VIR 1 pi-ro-qa-wo[ qe-te-se-u VIR [ ] no-da-ro VIR 1 a-ku-ri-(jo)[ vacat [ ](to)-so VIR (7)
KN As 645;KN;As;sa-ma-ri-wa-ta , ;sup. mut. ](ki)-ne-u (VIR)[ sa-ma-ri-wa-ta VIR[ a-re-ta-wo[ inf. mut.
KN As 1516;KN;As;a-nu-wi-ko , a-ra-da-jo , pi-ja-si-ro , (we)-ro , po-to , si-pu2 , pu-te , (ja)-sa-no , qa-me-si-jo , mi-ja-ra-ro , mi-ru-ro , ]-ki-wa-ta , u-ra-mo-no , pi-ri-no , qa-to-no-ro , pe-te-ki-ja , ko-ni-da-jo , a-ko-ra-jo , ]-to , qo-te-ro , i-te-u , pu-to-ro , ka-ri-se-u , a3-ko-ta , ka-ke , ru-na , pu-wo , a-ra-na-ro , si-ja-pu2-ro , ;](du)-ru (1) (ko)[ ko-no-si-ja , ra-wa-ke-ja , a-nu-wi-ko VIR 1 [ a-ra-da-jo VIR 1 pi-ja-si-ro VIR 1 (da)-(na)[ ] VIR 1 ](we)-ro VIR 1 po-to VIR 1 si-pu2 VIR 1 pu-te VIR [ ] (ja)-sa-no VIR 1 qa-me-si-jo VIR 1 mi-ja-ra-ro VIR 1 mi-ru-ro VIR 1 [ . ]-ki-wa-ta VIR 1 u-ra-mo-no VIR 1 pi-ri-no VIR 1 qa-to-no-ro VIR 1 pe-te-ki-ja , VIR 1 ko-ni-da-jo VIR 1 a-ko-ra-jo VIR 1 wa-du-[ . ]-to VIR 1 qo-te-ro VIR 1 i-te-u VIR 1 pu-to-ro VIR 1 ka-ri-se-u VIR 1 a3-ko-ta VIR 1 ka-ke VIR 1 ru-na VIR 1 pu-wo VIR 1 a-ta-ze-u [ a-ra-na-ro VIR 1 si-ja-pu2-ro VIR 1 to-so X VIR 31
KN As 1517;KN;As;to-so , ;]no , re-qo-me-no , [ . ]si-re-u 1 a-di-nwa-ta 1 [ . ]-sa-ta 1 ti-qa-jo 1 da-wa-no 1 [ . . ]-wo 1 qi-qe-ro 1 wi-du[ ] 1 ku-ra-no 1 (ra)-wi-[ . ] 1 e-ru-to-ro 1 ku-(ta)-i-jo 1 ku-pa-nu-we-to 1 qa-ra-jo 1 ri-zo 1 pa-na-re-jo 1 ke-ka-to 1 to-so VIR 17 vacat o-pi , e-sa-re-we , to-ro-no-wo-ko , po-to-ri-jo 1 pe-we-ri-jo 1 a3-ni-jo 1
KN As 1518+;KN;As;(re)-we , ;] VIR 5 to-ko[ ]wi-ja 1 [ ]VIR (5) we-e[ ] , to-ko 1 [ ] VIR 5 we[ ]wi-ja to-ko 1 [ ](re)-we VIR 5 (we)-e-wi-ja , to-ko 1 [ ] vacat [ ] vacat [
KN As 1519;KN;As;i-we-ro , ne-o-to , qa-ti-ja , o-pi-si-jo , pa-ja-ro , ki-ke-ro , i-to , to-so , ;sup. mut. ] VIR 1 i-we-ro VIR 1 ne-o-to VIR 1 qa-ti-ja VIR 1 o-pi-si-jo VIR 1 pa-ja-ro VIR 1 ki-ke-ro VIR 1 i-to VIR 1 vacat (ma)-ri-ne-wo , wo-i-ko-de to-so VIR 10 vacat inf. mut.
KN As 1520;KN;As;to-so , ;sup. mut. ](no) , ]1 a-ta-no 1 ]wi-jo 1 a-te-mo 1 ki-ma-ta 1 ri-zo 1 ke-sa-do-ro 1 di-zo 1 da-ko-so 1 so-za 1 to-so VIR 10 vacat ] e-u-na-wo 1 ] sa-zo 1 ] o-*22-di 1 ] pi-ma-na-ro 1 ] a-*56-no 1 inf. mut.
KN As 5549+;KN;As;(da)-zo , ;](VIR) 1 X ]-(to)[ ]4 (da)-zo VIR 2 ](2) [ ]-(so)[ ]2[ ] VIR 1 [
KN As 5605+;KN;As;(mi)-dwe , ;sup. mut. ] ko-ko[ ](mi)-dwe VIR[ ] VIR (1)[ inf. mut.
KN As 5609+;KN;As;(u)-ko-ro , ]-ke-u , to-so , ;sup. mut. ] (e)[ ](u)-ko-ro VIR [ ]-ke-u VIR 1[ ] to-so VIR 10[
KN As 5719;KN;As;ku-ka-so , ;]ku-ka-so VIR 1[ ] vacat [
KN As 5888;KN;As;wa-je , ;]wa-je VIR 2 [ ]to , o-du[ ] vacat [
KN As 8161;KN;As;]-u-to , ;sup. mut. ]-u-to VIR 1[ ]1 o-ku 1 [
KN As 8342;KN;As;]-(we)-(ro) , (*56)-ti , ;sup. mut. ](VIR) 3 a-[ ]-(we)-(ro) VIR 1 X[ lat. inf. ](*56)-ti VIR 1 X [
KN As 40+;KN;As;(ko)-(no)-so , da-*22-to , da-*22-to , da-*22-to , da-*22-to , se-to-i-ja , (to)-so , ;sup. mut. (o)-[ ] , (ko)-(no)-so VIR[ a-to , / da-*22-to VIR 1 zo-do-so , / da-*22-to VIR 1 a-sa-ro , / da-*22-to VIR 1 ko-so , / da-*22-to VIR 1 su-ke-re , / se-to-i-ja VIR 1 vacat ](to)-so VIR 10 ] vacat
KN As 566;KN;As;(si)-ja-qo , ;]di-ka-ta-ro (VIR)[ ](si)-ja-qo VIR[ ](ke)-we-da (VIR)[
KN As 602+;KN;As;a-ta-qe , ta-to-qe , ;]VIR 1 TELA1 1 ](jo) (VIR) (1)[ ] VIR 1 TELA1 1 [ ], qe-ro a-ta-qe VIR (2) TELA1 1 ka-nu-se-u , ta-to-qe VIR 2 TELA(1) 1[ ](da)-ro , a-ka-sa-no[ ]VIR 2 TELA1 (pe)-re-*82-ta , qo-wa-ke-se-u[ ]to-so [ ](VIR) 12 [ ](1) [
KN As 603+;KN;As;no-si-ro , (a)-ta-no , ma-di , pe-te-u , ku-ro2 , ;]VIR 1 no-si-ro VIR (1)[ ](a)-ta-no VIR 1 ]1 ma-di VIR 1 o-po-ro-u-si-jo[ ]1 pe-te-u VIR 1 ku-ro2 VIR[ ] vacat [
KN As 604+;KN;As;ra-su-to , ;] e-re-dwo-(e) , ka-(ta2)-(ro) 'si-(ra)-so' VIR 1 e-ri-ta-qi-jo , / ka-mo 'VIR 1' ]ra-su-to VIR 1 ta-de-(so) (ra)-su-to[ ] 1 au-ri-jo 'wi-na-to' VIR 1 ]te-so 'wi-na-to' VIR 1 te-(na)-ja-so[ ](1) qa-qa-ro 'pu-so' VIR 1 [ ]to , / u-ta[
KN As 605+;KN;As;ni-jo , pe-ro-qe , ;]ni-jo VIR 2 TELA1[ ](ra)-wo-ke-ta , e[ ] VIR 2 TELA1 1 qe-[ . . ]-no , pe-ro-qe VIR 2[ ] TELA1 1 ](VIR) 2 TELA1 1 tu-ma-i-ta , qe-ta-se-u[ ] TELA1 1 ] vacat [ ]2 [
KN As 607+;KN;As;a-ra-ko , ta-ta-ro , (si)-mi-do , (*56)-ni-sa-ta , (ro)-ti-jo , ;.1 ]VIR 1 a-ra-ko VIR 1 .2 ]1 ta-ta-ro VIR 1 .3 ]VIR 1 (si)-mi-do VIR 1 (*56)-ni-sa-ta VIR 1 .4 ](1) [ ](ro)-ti-jo VIR 1 .5a ] ke-re-(to)[ .5b ](1) i-ne-u , ra-(ja)[
KN As 608+;KN;As;ko-me-no , ;](i) 1 DA 1 / (ku)-(ru)-no[ ] VIR 5 [ ] 1 DA 1 / pa-ta-u-(na) [ ] VIR (1)[ ](1) / [ ]pa-ta-u-na // a3[ ] VIR 1 DA 1 / pa-ta-u-na // ko-no-si-jo (VIR)[ ] ta-so DA 1 / (ke) [ ] 1 ke , ta-pa-da-no DA 1 / ke // si-to-(po)[ ]ko-me-no VIR (1)[ ] no-do-ro-we (DA)[ lat. inf. ] DA 1 a-ma[ ]e-ne-o (o)-u[
KN As 609+;KN;As;wi-(je)-mo , qe-te-se-u , no-da-ro , (to)-so , ;]re-po-so [ ka-ri-(se)-u [ ] wi-(je)-mo VIR 1 pi-ro-qa-wo[ qe-te-se-u VIR [ ] no-da-ro VIR 1 a-ku-ri-(jo)[ vacat [ ](to)-so VIR (7)
KN As 645;KN;As;sa-ma-ri-wa-ta , ;sup. mut. ](ki)-ne-u (VIR)[ sa-ma-ri-wa-ta VIR[ a-re-ta-wo[ inf. mut.
KN As 1516;KN;As;a-nu-wi-ko , a-ra-da-jo , pi-ja-si-ro , (we)-ro , po-to , si-pu2 , pu-te , (ja)-sa-no , qa-me-si-jo , mi-ja-ra-ro , mi-ru-ro , ]-ki-wa-ta , u-ra-mo-no , pi-ri-no , qa-to-no-ro , pe-te-ki-ja , ko-ni-da-jo , a-ko-ra-jo , ]-to , qo-te-ro , i-te-u , pu-to-ro , ka-ri-se-u , a3-ko-ta , ka-ke , ru-na , pu-wo , a-ra-na-ro , si-ja-pu2-ro , ;](du)-ru (1) (ko)[ ko-no-si-ja , ra-wa-ke-ja , a-nu-wi-ko VIR 1 [ a-ra-da-jo VIR 1 pi-ja-si-ro VIR 1 (da)-(na)[ ] VIR 1 ](we)-ro VIR 1 po-to VIR 1 si-pu2 VIR 1 pu-te VIR [ ] (ja)-sa-no VIR 1 qa-me-si-jo VIR 1 mi-ja-ra-ro VIR 1 mi-ru-ro VIR 1 [ . ]-ki-wa-ta VIR 1 u-ra-mo-no VIR 1 pi-ri-no VIR 1 qa-to-no-ro VIR 1 pe-te-ki-ja , VIR 1 ko-ni-da-jo VIR 1 a-ko-ra-jo VIR 1 wa-du-[ . ]-to VIR 1 qo-te-ro VIR 1 i-te-u VIR 1 pu-to-ro VIR 1 ka-ri-se-u VIR 1 a3-ko-ta VIR 1 ka-ke VIR 1 ru-na VIR 1 pu-wo VIR 1 a-ta-ze-u [ a-ra-na-ro VIR 1 si-ja-pu2-ro VIR 1 to-so X VIR 31
KN As 1517;KN;As;to-so , ;]no , re-qo-me-no , [ . ]si-re-u 1 a-di-nwa-ta 1 [ . ]-sa-ta 1 ti-qa-jo 1 da-wa-no 1 [ . . ]-wo 1 qi-qe-ro 1 wi-du[ ] 1 ku-ra-no 1 (ra)-wi-[ . ] 1 e-ru-to-ro 1 ku-(ta)-i-jo 1 ku-pa-nu-we-to 1 qa-ra-jo 1 ri-zo 1 pa-na-re-jo 1 ke-ka-to 1 to-so VIR 17 vacat o-pi , e-sa-re-we , to-ro-no-wo-ko , po-to-ri-jo 1 pe-we-ri-jo 1 a3-ni-jo 1
KN As 1518+;KN;As;(re)-we , ;] VIR 5 to-ko[ ]wi-ja 1 [ ]VIR (5) we-e[ ] , to-ko 1 [ ] VIR 5 we[ ]wi-ja to-ko 1 [ ](re)-we VIR 5 (we)-e-wi-ja , to-ko 1 [ ] vacat [ ] vacat [
KN As 1519;KN;As;i-we-ro , ne-o-to , qa-ti-ja , o-pi-si-jo , pa-ja-ro , ki-ke-ro , i-to , to-so , ;sup. mut. ] VIR 1 i-we-ro VIR 1 ne-o-to VIR 1 qa-ti-ja VIR 1 o-pi-si-jo VIR 1 pa-ja-ro VIR 1 ki-ke-ro VIR 1 i-to VIR 1 vacat (ma)-ri-ne-wo , wo-i-ko-de to-so VIR 10 vacat inf. mut.
KN As 1520;KN;As;to-so , ;sup. mut. ](no) , ]1 a-ta-no 1 ]wi-jo 1 a-te-mo 1 ki-ma-ta 1 ri-zo 1 ke-sa-do-ro 1 di-zo 1 da-ko-so 1 so-za 1 to-so VIR 10 vacat ] e-u-na-wo 1 ] sa-zo 1 ] o-*22-di 1 ] pi-ma-na-ro 1 ] a-*56-no 1 inf. mut.
KN As 5549+;KN;As;(da)-zo , ;](VIR) 1 X ]-(to)[ ]4 (da)-zo VIR 2 ](2) [ ]-(so)[ ]2[ ] VIR 1 [
KN As 5605+;KN;As;(mi)-dwe , ;sup. mut. ] ko-ko[ ](mi)-dwe VIR[ ] VIR (1)[ inf. mut.
KN As 5609+;KN;As;(u)-ko-ro , ]-ke-u , to-so , ;sup. mut. ] (e)[ ](u)-ko-ro VIR [ ]-ke-u VIR 1[ ] to-so VIR 10[
KN As 5719;KN;As;ku-ka-so , ;]ku-ka-so VIR 1[ ] vacat [
KN As 5888;KN;As;wa-je , ;]wa-je VIR 2 [ ]to , o-du[ ] vacat [
KN As 8161;KN;As;]-u-to , ;sup. mut. ]-u-to VIR 1[ ]1 o-ku 1 [
KN As 8342;KN;As;]-(we)-(ro) , (*56)-ti , ;sup. mut. ](VIR) 3 a-[ ]-(we)-(ro) VIR 1 X[ lat. inf. ](*56)-ti VIR 1 X [
KN As 40+;KN;As;(ko)-(no)-so , da-*22-to , da-*22-to , da-*22-to , da-*22-to , se-to-i-ja , (to)-so , ;sup. mut. (o)-[ ] , (ko)-(no)-so VIR[ a-to , / da-*22-to VIR 1 zo-do-so , / da-*22-to VIR 1 a-sa-ro , / da-*22-to VIR 1 ko-so , / da-*22-to VIR 1 su-ke-re , / se-to-i-ja VIR 1 vacat ](to)-so VIR 10 ] vacat
KN As 566;KN;As;(si)-ja-qo , ;]di-ka-ta-ro (VIR)[ ](si)-ja-qo VIR[ ](ke)-we-da (VIR)[
KN As 602+;KN;As;a-ta-qe , ta-to-qe , ;]VIR 1 TELA1 1 ](jo) (VIR) (1)[ ] VIR 1 TELA1 1 [ ], qe-ro a-ta-qe VIR (2) TELA1 1 ka-nu-se-u , ta-to-qe VIR 2 TELA(1) 1[ ](da)-ro , a-ka-sa-no[ ]VIR 2 TELA1 (pe)-re-*82-ta , qo-wa-ke-se-u[ ]to-so [ ](VIR) 12 [ ](1) [
KN As 603+;KN;As;no-si-ro , (a)-ta-no , ma-di , pe-te-u , ku-ro2 , ;]VIR 1 no-si-ro VIR (1)[ ](a)-ta-no VIR 1 ]1 ma-di VIR 1 o-po-ro-u-si-jo[ ]1 pe-te-u VIR 1 ku-ro2 VIR[ ] vacat [
KN As 604+;KN;As;ra-su-to , ;] e-re-dwo-(e) , ka-(ta2)-(ro) 'si-(ra)-so' VIR 1 e-ri-ta-qi-jo , / ka-mo 'VIR 1' ]ra-su-to VIR 1 ta-de-(so) (ra)-su-to[ ] 1 au-ri-jo 'wi-na-to' VIR 1 ]te-so 'wi-na-to' VIR 1 te-(na)-ja-so[ ](1) qa-qa-ro 'pu-so' VIR 1 [ ]to , / u-ta[
KN As 605+;KN;As;ni-jo , pe-ro-qe , ;]ni-jo VIR 2 TELA1[ ](ra)-wo-ke-ta , e[ ] VIR 2 TELA1 1 qe-[ . . ]-no , pe-ro-qe VIR 2[ ] TELA1 1 ](VIR) 2 TELA1 1 tu-ma-i-ta , qe-ta-se-u[ ] TELA1 1 ] vacat [ ]2 [
KN As 607+;KN;As;a-ra-ko , ta-ta-ro , (si)-mi-do , (*56)-ni-sa-ta , (ro)-ti-jo , ;.1 ]VIR 1 a-ra-ko VIR 1 .2 ]1 ta-ta-ro VIR 1 .3 ]VIR 1 (si)-mi-do VIR 1 (*56)-ni-sa-ta VIR 1 .4 ](1) [ ](ro)-ti-jo VIR 1 .5a ] ke-re-(to)[ .5b ](1) i-ne-u , ra-(ja)[
KN As 608+;KN;As;ko-me-no , ;](i) 1 DA 1 / (ku)-(ru)-no[ ] VIR 5 [ ] 1 DA 1 / pa-ta-u-(na) [ ] VIR (1)[ ](1) / [ ]pa-ta-u-na // a3[ ] VIR 1 DA 1 / pa-ta-u-na // ko-no-si-jo (VIR)[ ] ta-so DA 1 / (ke) [ ] 1 ke , ta-pa-da-no DA 1 / ke // si-to-(po)[ ]ko-me-no VIR (1)[ ] no-do-ro-we (DA)[ lat. inf. ] DA 1 a-ma[ ]e-ne-o (o)-u[
KN As 609+;KN;As;wi-(je)-mo , qe-te-se-u , no-da-ro , (to)-so , ;]re-po-so [ ka-ri-(se)-u [ ] wi-(je)-mo VIR 1 pi-ro-qa-wo[ qe-te-se-u VIR [ ] no-da-ro VIR 1 a-ku-ri-(jo)[ vacat [ ](to)-so VIR (7)
KN As 645;KN;As;sa-ma-ri-wa-ta , ;sup. mut. ](ki)-ne-u (VIR)[ sa-ma-ri-wa-ta VIR[ a-re-ta-wo[ inf. mut.
KN As 1516;KN;As;a-nu-wi-ko , a-ra-da-jo , pi-ja-si-ro , (we)-ro , po-to , si-pu2 , pu-te , (ja)-sa-no , qa-me-si-jo , mi-ja-ra-ro , mi-ru-ro , ]-ki-wa-ta , u-ra-mo-no , pi-ri-no , qa-to-no-ro , pe-te-ki-ja , ko-ni-da-jo , a-ko-ra-jo , ]-to , qo-te-ro , i-te-u , pu-to-ro , ka-ri-se-u , a3-ko-ta , ka-ke , ru-na , pu-wo , a-ra-na-ro , si-ja-pu2-ro , ;](du)-ru (1) (ko)[ ko-no-si-ja , ra-wa-ke-ja , a-nu-wi-ko VIR 1 [ a-ra-da-jo VIR 1 pi-ja-si-ro VIR 1 (da)-(na)[ ] VIR 1 ](we)-ro VIR 1 po-to VIR 1 si-pu2 VIR 1 pu-te VIR [ ] (ja)-sa-no VIR 1 qa-me-si-jo VIR 1 mi-ja-ra-ro VIR 1 mi-ru-ro VIR 1 [ . ]-ki-wa-ta VIR 1 u-ra-mo-no VIR 1 pi-ri-no VIR 1 qa-to-no-ro VIR 1 pe-te-ki-ja , VIR 1 ko-ni-da-jo VIR 1 a-ko-ra-jo VIR 1 wa-du-[ . ]-to VIR 1 qo-te-ro VIR 1 i-te-u VIR 1 pu-to-ro VIR 1 ka-ri-se-u VIR 1 a3-ko-ta VIR 1 ka-ke VIR 1 ru-na VIR 1 pu-wo VIR 1 a-ta-ze-u [ a-ra-na-ro VIR 1 si-ja-pu2-ro VIR 1 to-so X VIR 31
KN As 1517;KN;As;to-so , ;]no , re-qo-me-no , [ . ]si-re-u 1 a-di-nwa-ta 1 [ . ]-sa-ta 1 ti-qa-jo 1 da-wa-no 1 [ . . ]-wo 1 qi-qe-ro 1 wi-du[ ] 1 ku-ra-no 1 (ra)-wi-[ . ] 1 e-ru-to-ro 1 ku-(ta)-i-jo 1 ku-pa-nu-we-to 1 qa-ra-jo 1 ri-zo 1 pa-na-re-jo 1 ke-ka-to 1 to-so VIR 17 vacat o-pi , e-sa-re-we , to-ro-no-wo-ko , po-to-ri-jo 1 pe-we-ri-jo 1 a3-ni-jo 1
KN As 1518+;KN;As;(re)-we , ;] VIR 5 to-ko[ ]wi-ja 1 [ ]VIR (5) we-e[ ] , to-ko 1 [ ] VIR 5 we[ ]wi-ja to-ko 1 [ ](re)-we VIR 5 (we)-e-wi-ja , to-ko 1 [ ] vacat [ ] vacat [
KN As 1519;KN;As;i-we-ro , ne-o-to , qa-ti-ja , o-pi-si-jo , pa-ja-ro , ki-ke-ro , i-to , to-so , ;sup. mut. ] VIR 1 i-we-ro VIR 1 ne-o-to VIR 1 qa-ti-ja VIR 1 o-pi-si-jo VIR 1 pa-ja-ro VIR 1 ki-ke-ro VIR 1 i-to VIR 1 vacat (ma)-ri-ne-wo , wo-i-ko-de to-so VIR 10 vacat inf. mut.
KN As 1520;KN;As;to-so , ;sup. mut. ](no) , ]1 a-ta-no 1 ]wi-jo 1 a-te-mo 1 ki-ma-ta 1 ri-zo 1 ke-sa-do-ro 1 di-zo 1 da-ko-so 1 so-za 1 to-so VIR 10 vacat ] e-u-na-wo 1 ] sa-zo 1 ] o-*22-di 1 ] pi-ma-na-ro 1 ] a-*56-no 1 inf. mut.
KN As 5549+;KN;As;(da)-zo , ;](VIR) 1 X ]-(to)[ ]4 (da)-zo VIR 2 ](2) [ ]-(so)[ ]2[ ] VIR 1 [
KN As 5605+;KN;As;(mi)-dwe , ;sup. mut. ] ko-ko[ ](mi)-dwe VIR[ ] VIR (1)[ inf. mut.
KN As 5609+;KN;As;(u)-ko-ro , ]-ke-u , to-so , ;sup. mut. ] (e)[ ](u)-ko-ro VIR [ ]-ke-u VIR 1[ ] to-so VIR 10[
KN As 5719;KN;As;ku-ka-so , ;]ku-ka-so VIR 1[ ] vacat [
KN As 5888;KN;As;wa-je , ;]wa-je VIR 2 [ ]to , o-du[ ] vacat [
KN As 8161;KN;As;]-u-to , ;sup. mut. ]-u-to VIR 1[ ]1 o-ku 1 [
KN As 8342;KN;As;]-(we)-(ro) , (*56)-ti , ;sup. mut. ](VIR) 3 a-[ ]-(we)-(ro) VIR 1 X[ lat. inf. ](*56)-ti VIR 1 X [
KN As 40+;KN;As;(ko)-(no)-so , da-*22-to , da-*22-to , da-*22-to , da-*22-to , se-to-i-ja , (to)-so , ;sup. mut. (o)-[ ] , (ko)-(no)-so VIR[ a-to , / da-*22-to VIR 1 zo-do-so , / da-*22-to VIR 1 a-sa-ro , / da-*22-to VIR 1 ko-so , / da-*22-to VIR 1 su-ke-re , / se-to-i-ja VIR 1 vacat ](to)-so VIR 10 ] vacat
KN As 566;KN;As;(si)-ja-qo , ;]di-ka-ta-ro (VIR)[ ](si)-ja-qo VIR[ ](ke)-we-da (VIR)[
KN As 602+;KN;As;a-ta-qe , ta-to-qe , ;]VIR 1 TELA1 1 ](jo) (VIR) (1)[ ] VIR 1 TELA1 1 [ ], qe-ro a-ta-qe VIR (2) TELA1 1 ka-nu-se-u , ta-to-qe VIR 2 TELA(1) 1[ ](da)-ro , a-ka-sa-no[ ]VIR 2 TELA1 (pe)-re-*82-ta , qo-wa-ke-se-u[ ]to-so [ ](VIR) 12 [ ](1) [
KN As 603+;KN;As;no-si-ro , (a)-ta-no , ma-di , pe-te-u , ku-ro2 , ;]VIR 1 no-si-ro VIR (1)[ ](a)-ta-no VIR 1 ]1 ma-di VIR 1 o-po-ro-u-si-jo[ ]1 pe-te-u VIR 1 ku-ro2 VIR[ ] vacat [
KN As 604+;KN;As;ra-su-to , ;] e-re-dwo-(e) , ka-(ta2)-(ro) 'si-(ra)-so' VIR 1 e-ri-ta-qi-jo , / ka-mo 'VIR 1' ]ra-su-to VIR 1 ta-de-(so) (ra)-su-to[ ] 1 au-ri-jo 'wi-na-to' VIR 1 ]te-so 'wi-na-to' VIR 1 te-(na)-ja-so[ ](1) qa-qa-ro 'pu-so' VIR 1 [ ]to , / u-ta[
KN As 605+;KN;As;ni-jo , pe-ro-qe , ;]ni-jo VIR 2 TELA1[ ](ra)-wo-ke-ta , e[ ] VIR 2 TELA1 1 qe-[ . . ]-no , pe-ro-qe VIR 2[ ] TELA1 1 ](VIR) 2 TELA1 1 tu-ma-i-ta , qe-ta-se-u[ ] TELA1 1 ] vacat [ ]2 [
KN As 607+;KN;As;a-ra-ko , ta-ta-ro , (si)-mi-do , (*56)-ni-sa-ta , (ro)-ti-jo , ;.1 ]VIR 1 a-ra-ko VIR 1 .2 ]1 ta-ta-ro VIR 1 .3 ]VIR 1 (si)-mi-do VIR 1 (*56)-ni-sa-ta VIR 1 .4 ](1) [ ](ro)-ti-jo VIR 1 .5a ] ke-re-(to)[ .5b ](1) i-ne-u , ra-(ja)[
KN As 608+;KN;As;ko-me-no , ;](i) 1 DA 1 / (ku)-(ru)-no[ ] VIR 5 [ ] 1 DA 1 / pa-ta-u-(na) [ ] VIR (1)[ ](1) / [ ]pa-ta-u-na // a3[ ] VIR 1 DA 1 / pa-ta-u-na // ko-no-si-jo (VIR)[ ] ta-so DA 1 / (ke) [ ] 1 ke , ta-pa-da-no DA 1 / ke // si-to-(po)[ ]ko-me-no VIR (1)[ ] no-do-ro-we (DA)[ lat. inf. ] DA 1 a-ma[ ]e-ne-o (o)-u[
KN As 609+;KN;As;wi-(je)-mo , qe-te-se-u , no-da-ro , (to)-so , ;]re-po-so [ ka-ri-(se)-u [ ] wi-(je)-mo VIR 1 pi-ro-qa-wo[ qe-te-se-u VIR [ ] no-da-ro VIR 1 a-ku-ri-(jo)[ vacat [ ](to)-so VIR (7)
KN As 645;KN;As;sa-ma-ri-wa-ta , ;sup. mut. ](ki)-ne-u (VIR)[ sa-ma-ri-wa-ta VIR[ a-re-ta-wo[ inf. mut.
KN As 1516;KN;As;a-nu-wi-ko , a-ra-da-jo , pi-ja-si-ro , (we)-ro , po-to , si-pu2 , pu-te , (ja)-sa-no , qa-me-si-jo , mi-ja-ra-ro , mi-ru-ro , ]-ki-wa-ta , u-ra-mo-no , pi-ri-no , qa-to-no-ro , pe-te-ki-ja , ko-ni-da-jo , a-ko-ra-jo , ]-to , qo-te-ro , i-te-u , pu-to-ro , ka-ri-se-u , a3-ko-ta , ka-ke , ru-na , pu-wo , a-ra-na-ro , si-ja-pu2-ro , ;](du)-ru (1) (ko)[ ko-no-si-ja , ra-wa-ke-ja , a-nu-wi-ko VIR 1 [ a-ra-da-jo VIR 1 pi-ja-si-ro VIR 1 (da)-(na)[ ] VIR 1 ](we)-ro VIR 1 po-to VIR 1 si-pu2 VIR 1 pu-te VIR [ ] (ja)-sa-no VIR 1 qa-me-si-jo VIR 1 mi-ja-ra-ro VIR 1 mi-ru-ro VIR 1 [ . ]-ki-wa-ta VIR 1 u-ra-mo-no VIR 1 pi-ri-no VIR 1 qa-to-no-ro VIR 1 pe-te-ki-ja , VIR 1 ko-ni-da-jo VIR 1 a-ko-ra-jo VIR 1 wa-du-[ . ]-to VIR 1 qo-te-ro VIR 1 i-te-u VIR 1 pu-to-ro VIR 1 ka-ri-se-u VIR 1 a3-ko-ta VIR 1 ka-ke VIR 1 ru-na VIR 1 pu-wo VIR 1 a-ta-ze-u [ a-ra-na-ro VIR 1 si-ja-pu2-ro VIR 1 to-so X VIR 31
KN As 1517;KN;As;to-so , ;]no , re-qo-me-no , [ . ]si-re-u 1 a-di-nwa-ta 1 [ . ]-sa-ta 1 ti-qa-jo 1 da-wa-no 1 [ . . ]-wo 1 qi-qe-ro 1 wi-du[ ] 1 ku-ra-no 1 (ra)-wi-[ . ] 1 e-ru-to-ro 1 ku-(ta)-i-jo 1 ku-pa-nu-we-to 1 qa-ra-jo 1 ri-zo 1 pa-na-re-jo 1 ke-ka-to 1 to-so VIR 17 vacat o-pi , e-sa-re-we , to-ro-no-wo-ko , po-to-ri-jo 1 pe-we-ri-jo 1 a3-ni-jo 1
KN As 1518+;KN;As;(re)-we , ;] VIR 5 to-ko[ ]wi-ja 1 [ ]VIR (5) we-e[ ] , to-ko 1 [ ] VIR 5 we[ ]wi-ja to-ko 1 [ ](re)-we VIR 5 (we)-e-wi-ja , to-ko 1 [ ] vacat [ ] vacat [
KN As 1519;KN;As;i-we-ro , ne-o-to , qa-ti-ja , o-pi-si-jo , pa-ja-ro , ki-ke-ro , i-to , to-so , ;sup. mut. ] VIR 1 i-we-ro VIR 1 ne-o-to VIR 1 qa-ti-ja VIR 1 o-pi-si-jo VIR 1 pa-ja-ro VIR 1 ki-ke-ro VIR 1 i-to VIR 1 vacat (ma)-ri-ne-wo , wo-i-ko-de to-so VIR 10 vacat inf. mut.
