identifier;location;series;inscription;original
KN Fp 363;KN;Fp;qe-te-a , te-re-no , da-*83-ja-de , i-je-to , ki-ri-te-wi-ja , di-wo-pu-ka-ta , ;qe-te-a , te-re-no OLE [ da-*83-ja-de / i-je-to S 2 ki-ri-te-wi-ja , [ di-wo-pu-ka-ta S 2 [ ] vacat [
KN Fp 5472+;KN;Fp;ku-pi-ri-jo , su-ko-ne , si-ja-(ma) , ;ku-pi-ri-jo / su-ko-ne (OLE) [ si-ja-(ma)[ ] OLE 1 S [ ]de (OLE) 2 [ ] vacat [
KN Fp 5504;KN;Fp;a-ka-ta-ra-te-so-de , ;a-ka-ta-ra-te-so-de OLE (10)
KN Fp 7707+;KN;Fp;;](OLE) 121 S 2 ](OLE) 1(6)7 [ ] vacat
KN Fs 2;KN;Fs;sa-na-to-de , ;.A HORD T 1 NI V 3 OLE Z 2 .B sa-na-to-de , FAR V 1 VIN V 1
KN Fs 3;KN;Fs;a-*65-ma-na-ke , me-na , ;.A HORD T (1) NI V 3 .B a-*65-ma-na-ke / me-na FAR V 1 OLE Z 1
KN Fs 4;KN;Fs;a-ro-do-ro-o , wa-(ke)-ta , ;.A HORD T 1 NI V 3 FAR V 2 VIN V 2 .B a-ro-do-ro-o , / wa-(ke)-ta , HORD T 1 NI V 3 OLE V 1
KN Fs 8;KN;Fs;pa-de , ;.A HORD T 1 NI T 1[ .B pa-de , FAR V 2 [
KN Fs 9;KN;Fs;ki-to , o-ja-de , ;.A ] [ [ HORD ] ] HORD[ .B ]ki-to , o-ja-de , [
KN Fs 11;KN;Fs;qe-sa-ma-qa , ta-mi-te-mo , ;.A ] HORD T 1 NI T 1 FAR V 2 VIN V 22 .B ]qe-sa-ma-qa , / ta-mi-te-mo , HORD T 1 OLE V 1
KN Fs 12;KN;Fs;;.A ]1 NI V 3 VIN V 1 .B ](2) OLE Z 2
KN Fs 17;KN;Fs;;.A ]i , HORD T 1 NI V 3 OLE Z 2 [ .B ]FAR V 1 VIN V 1[
KN Fs 19;KN;Fs;e-ti-wa , ;e-ti-wa , HORD T 1 NI V 3 FAR V 1 OLE Z 2 VIN V 1
KN Fs 20;KN;Fs;(a)-*65-ma , ;(a)-*65-ma[
KN Fs 21;KN;Fs;ka-u-da , ;ka-u-da , HORD , T 1 [ FAR V 1 VIN V 1[
KN Fs 22;KN;Fs;(na)-to-de , ;] HORD T 1 NI V 3 [ ](na)-to-de , FAR V 1 VIN V 1 [
KN Fs 23;KN;Fs;ja-pe-re-so , ;ja-pe-re-so , HORD T 2 NI V 3 VIN V 2 FAR V 1 OLE V 1
KN Fs 24;KN;Fs;;] HORD T 1 NI V 3 FAR V 1 ] , OLE Z 2 VIN V 1
KN Fs 25;KN;Fs;;] HORD T 1 NI V 3 VIN V 1 ]de , FAR V 1 OLE Z 2
KN Fs 26;KN;Fs;ki-ri-jo-de , ;]ki-ri-jo-de[ ]FAR V 1 [
KN Fs 29;KN;Fs;;]de, [
KN Fs;KN;Fs;da-da-re , ;da-da-re[
KN G 760;KN;G;ni-ja-we-jo , ;.a ]no HORD 1 a[ .b ]ni-ja-we-jo [
KN G 820;KN;G;]-(na) , e-ko-si , a-pi , ku-do-ni-ja , pa-sa , ki-ri-ta , pu2-wi-ja-qe , *56-ko-we-i-ja-qe , *22-ti-ja , ku-ta-ti-ja-qe , po-ti-ni-ja-we-ja , a-pu , ke-u-po-de-ja , ;] , [ . ]-(na) , e-ko-si , a-pi , ku-do-ni-ja / pa-sa ki-ri-ta LUNA 1 ]pu2-wi-ja-qe , *56-ko-we-i-ja-qe LUNA 4 ]*22-ti-ja , ku-ta-ti-ja-qe , po-ti-ni-ja-we-ja , a-pu , ke-u-po-de-ja ] LUNA 4
KN G 5528;KN;G;;sup. mut. ]T 9 [ ] vacat [ inf. mut.
KN G 7352;KN;G;;] 3 T 2 [
KN G 7355;KN;G;;]o T 5
KN G 7509+;KN;G;di-ka-ta-de , ;] di-ka-ta-de[ ](ro) (PYC)+O (6)[
KN G 7525;KN;G;;]ko 1 HORD T 1 [ inf. mut.
KN Ga <34>;KN;Ga;pu-na-si-jo , ti-mi-(nu)-(wo) , ;pu-na-si-jo / ti-mi-(nu)-(wo)[ KO T 5 [
KN Ga 415;KN;Ga;ru-ki-ti-jo , ko-ri-ja-do-no , ;ru-ki-ti-jo ko-ri-ja-do-no AROM 2 T 6
KN Ga 416;KN;Ga;a-ka-re-u , pa-i-to , ;a-ka-re-u / pa-i-to AROM 9 T 2
KN Ga 417;KN;Ga;po-ni-ki-jo , qa-mo , ko-ri-ja-do-no , ;.A po-ni-ki-jo M 5 .B qa-mo / ko-ri-ja-do-no AROM 1
KN Ga 418;KN;Ga;su-ri-mi-jo , po-ni-ki-jo , ko-ri-ja-do-no , ;su-ri-mi-jo po-ni-ki-jo M 3 ko-ri-ja-do-no T 5 [
KN Ga 419+;KN;Ga;a3-ta-jo , ku-ta-ti-jo , ri-wi-so , ko-ri , tu-to , ku-ta-ti-jo , ;.1 a3-ta-jo / ku-ta-ti-jo[ ](AROM) 1 .2a ri-wi-so[ ] ko-ri[ ] .2b tu-to / ku-ta-ti-jo [ ]AROM 1
KN Ga 420;KN;Ga;po-ni-ki-jo , pu-na-si-jo , ;.A po-ni-ki-jo [ .B pu-na-si-jo [
KN Ga 421;KN;Ga;a-pu-do-si , ko-ri-ja-do-no , (ti)-jo , ;.a ] a-pu-do-si ko-ri-ja-do-no T 5 .b ](ti)-jo
KN Ga 422;KN;Ga;ko-ri-ja-do-no , ;.a ] ko-ri-ja-do-no .b ]jo AROM 1
KN Ga 423+;KN;Ga;po-ni-(ki) , qa-ra-jo , ko-ri-ja-do-no , ;.A po-ni-(ki)[ .B qa-ra-jo / ko-ri-ja-do-no AROM (2) [
KN Ga 424;KN;Ga;po-(ni)-ki-jo , *56-ko-we-i-jo , a-pu-do-si , ;.a po-(ni)-ki-jo .b *56-ko-we-i-jo / a-pu-do-si M 5
KN Ga 425;KN;Ga;pa-ra-u-jo , a-pu-do-si , po-ni-ki-jo , ;.A ]pa-ra-u-jo a-pu-do-si po-ni-ki-jo M 1 .B ] vacat
KN Ga 426;KN;Ga;po-ni-ki-jo , du-ni-jo , ;.A ] po-ni-ki-jo M 4 N 1 .B ] du-ni-jo [
KN Ga 427+;KN;Ga;da-wi-jo , a-pu-do-si , po-ni-ki-jo , di-ta-ka-so , e-pu2-no , po-ni-ki-jo , ;da-wi-jo / a-pu-do-si po-ni-ki-jo di-ta-ka-so M 8 N[ ](o)[ e-pu2-no / po-ni-ki-jo M 8 N 1 o M 1 N 1
KN Ga 428;KN;Ga;ti-ri-ti , ;.a a[ .b ti-ri-ti[
KN Ga 454;KN;Ga;ku-ta-to , ku-pa , ;ku-ta-to , / ku-pa[
KN Ga 456;KN;Ga;pa-de , (wa)-du-ri , ;]2 pa-de , PYC T[ ][ [ (wa)-du-ri ] ][
KN Ga 461;KN;Ga;te-ra , do-si , o-pe-ro , ;.a ]te-ra [ .b ]do-si CYP 10 o-pe-ro[
KN Ga 464;KN;Ga;da-*22-to , o-pe-ro , ku-ta-to , o-pe-ro , ;da-*22-to , / o-pe-ro , *171 (4)[ ] PYC 26 T 3 ku-ta-to , / o-pe-ro , *171 (4) PYC 15
KN Ga 465;KN;Ga;*83-re-jo-de , ni-so-de , ku-pa-ro , ;]*83-re-jo-de T 1 ]ni-so-de , / ku-pa-ro T 1
KN Ga 517;KN;Ga;ku-pi-ri-jo , tu-wi-no , ku-pa-ro , ;.a ku-pi-ri-jo .b tu-wi-no , / ku-pa-ro AROM+PYC 1 [
KN Ga 518;KN;Ga;(za)-we-te-ra , (pu)-do-si , ;.a ](za)-we-te-ra [ .b ](pu)-do-si AROM+PYC 10[
KN Ga 519;KN;Ga;ku-pa-ro , a-pu-do-si , o-[ , ;.1a ] ku-pa-ro *171 2[ .1b ]to a-pu-do-si [ .2 ](4) T 5 o-[ .3 ] vacat [
KN Ga 673;KN;Ga;ku-ta-ti-jo , ko-ri-ja-do-no , ;ku-ta-ti-jo[ ko-ri-ja-do-no[
KN Ga 674;KN;Ga;pe-ma , (ma)-ri-ne-we , ko-ri-ja-do-no , ;.a ] pe-ma .b ](ma)-ri-ne-we , / ko-ri-ja-do-no , AROM 10
KN Ga 675;KN;Ga;wa-na-ka-te , pe-ma , ;wa-na-ka-te pe-ma AROM 10
KN Ga 676;KN;Ga;ko-ri-ja-do-no , tu-wi-no-no , ku-pi-ri-jo , ;.a ko-ri-ja-do-no .b tu-wi-no-no , / ku-pi-ri-jo AROM 6
KN Ga 677+;KN;Ga;]-ni-jo , ku-pi-ri-jo , ;]-ni-jo , / ku-pi-ri-jo AROM 5
KN Ga 678;KN;Ga;(ko)-(ri)-ja , ;](ko)-(ri)-ja AROM 5
KN Ga 679;KN;Ga;]-do , ;]-do AROM 6
KN Ga 680;KN;Ga;pe-ma , ja-do , ]-ni-jo , ;.1a ]pe-ma .1b ]ja-do AROM 1 (T)[ .2 ]-ni-jo , AROM[
KN Ga 685;KN;Ga;ko-sa-ma-to , ko-ri-ja-do-no , ;ko-sa-ma-to , / ko-ri-ja-do-no T 2
KN Ga 738;KN;Ga;a-ka-wo , ;.a ] a-ka-wo [ .b ] ko (AROM)[
KN Ga 953+;KN;Ga;wo-de-(wi)-jo-jo , me-(no) , ri-jo-de , ko-no , ko-(ri) , pa-de-i , ko-no , pa-si-te-o-i , pa-sa-ja , ko-no , a-mi-ni-so-de , ;.1 wo-de-(wi)-jo-jo , / me-(no)[ // ]ri-jo-de , .2 ko-no , MA 3 ko-(ri)[ ]2 pa-de-i , ko-no MA 2 KO T 1[ .3a ] pa-si-te-o-i , .3b pa-sa-ja , ko-no , [ ] a-mi-ni-so-de , (MA) 2
KN Ga 1058+;KN;Ga;te-o-po-ri-ja , ma-sa , ;te-o-po-ri-ja / ma-sa PYC T 1
KN Ga 1335;KN;Ga;wo-ne-we , (po)-ni-ki-jo , ;.a ]wo-ne-we [ .b ](po)-ni-ki-jo[
KN Ga 1530;KN;Ga;]-(si)-(jo) , o-pe-(ro) , (da)-(wi)-(jo) , (do)-si , ra-je-(u) , (ta)-(no) , (a)-(pu)-do-si , pu-(na)-si-jo , ki-ta-no , to-sa , (to)-sa-de , o-pe-ro , ;sup. mut. .1 ]-(si)-(jo) / o-pe-(ro)[ .2 (da)-(wi)-(jo) / (ki)[ .3a ](do)-si .3b ra-je-(u) , [ ](ta)-(no) AROM 1(1) o 2 .4a (a)-(pu)-do-si .4b pu-(na)-si-jo / ki-ta-no AROM 11 o 1[ .5 vacat .6 to-sa AROM 58 .7 (to)-sa-de / o-pe-ro AROM 31 .8 vacat
KN Ga 1532;KN;Ga;a-pu-do-si , ki-ta-no , ;sup. mut. .1a ] a-pu-do-si .1b ]ki-ta-no AROM 13 o AROM 1(1)[ .2 ](6)5 .3 ]AROM 35 [
KN Ga 1533;KN;Ga;ki-si-ja , ;]ki-si-ja , AROM 12 [
KN Ga 1534;KN;Ga;]-(ni)-ja , ;]-(ni)-ja AROM (5)
KN Ga 1535;KN;Ga;;] AROM 12
KN Ga 1536+;KN;Ga;pa-i-ti-ja , ;pa-i-ti-ja , AROM 34[ ] vacat [ ] vacat [
KN Ga 5020;KN;Ga;;](AROM) 4
KN Ga 5021;KN;Ga;;] AROM (100)[ inf. mut.
KN Ga 5088;KN;Ga;do-si , ;]do-si PYC+QA (9)[
KN Ga 5672;KN;Ga;me-no , pa-(sa) , pa-ra-[ , ;] me-no , [ ]MA 2 pa-(sa)[ ] , pa-ra-[
KN Ga 5780;KN;Ga;;] AROM 30
KN Ga 7286;KN;Ga;;](o) M 8 ] vacat
KN Ga 7344;KN;Ga;;]PYC 4 T 2[ inf. mut.
KN Ga 7347;KN;Ga;;] PYC 3 o PYC 1[ ] PYC 6 o PYC 2[
KN Ga 7358;KN;Ga;;.a ] T 3 .b ](ro) , PYC+QA 3
KN Ga 7365;KN;Ga;;]jo , AROM 20
KN Ga 7367+;KN;Ga;]-ti-jo , ka-to-ro , ko-ri-ja-do-no , ta-si-ko-(no) , (si)-jo , ;]-ti-jo , ka-to-ro X ko-ri-ja-do-no [ [ (T) 6 ] ] ](o) T 3 ta-si-ko-(no) X T 7 o T 3 ](T) 7 o T 3[ ][ [ ] ][ ](si)-jo X T 2[ ](T) (5) o T (2)[
KN Ga 7425;KN;Ga;po-ni-ki-jo , ;](si) po-ni-ki-jo M 2 ] vacat
KN Ga 7426;KN;Ga;ki-jo , ;.a ]ki-jo M 1(4)[ .b ] vacat
KN Ga 7429;KN;Ga;ni-ki-jo , ;]ni-ki-jo M[ ] vacat [
KN Ga 7431;KN;Ga;;.a ]2 N 1 .b ] o M 1 N 1
KN Ga 7446;KN;Ga;;]41 M 2 ] vacat
KN Ga 7496;KN;Ga;;] , MA 1 KO T 2[ ](MA) 2 KO T 4 [ ] vacat [
KN Ga 7594;KN;Ga;ma-ri , ;ma-ri[
KN Ga 8005;KN;Ga;pa-ro , ;]pa-ro PYC[ inf. mut.
KN Ga 8439;KN;Ga;ni-ki , ;sup. mut. ]ni-ki[
KN Gg 10;KN;Gg;(te)-o , ;]*209VAS 2 [ ](te)-o ME+RI *209VAS 1[ ] vacat [
KN Gg 521+;KN;Gg;to-so , e-te-jo , ;to-so / e-te-jo *209VAS 542 (*172)[
KN Gg 701;KN;Gg;(i)-to , da-nwa , ;](i)-to , / da-nwa ME+RI *209VAS+A 16 *172 8
KN Gg 702;KN;Gg;pa-si-te-o-i , me-ri , da-pu2-ri-to-jo , po-ti-ni-ja , me-ri , ;pa-si-te-o-i / me-ri *209VAS 1 da-pu2-ri-to-jo , / po-ti-ni-ja 'me-ri' *209VAS 1
KN Gg 703;KN;Gg;;](1) ME+RI *209VAS+A 34[
KN Gg 704;KN;Gg;me-no , o-ne , me-ri , ;] me-no ]o-ne me-ri *209VAS+A 1
KN Gg 705;KN;Gg;a-mi-ni-so , e-re-u-ti-ja , pa-si-te-o-i , o-ne , ;] a-mi-ni-so , / e-re-u-ti-ja ME+RI *209VAS 1 ]pa-si-te-o-i ME+RI *209VAS 1 ]o-ne ME+RI *209VAS 1
KN Gg <706>;KN;Gg;o-pe-ro , ;]to / o-pe-ro *209VAS 'ME+RI' 20
KN Gg 707+;KN;Gg;;]ra *209VAS 'ME+RI' (2) [ ]
KN Gg 708+;KN;Gg;]-to , o-pe-ro , ;]-to / o-pe-ro 'ME+RI' *209VAS 20
KN Gg 709;KN;Gg;]-na , ;.a ]-na [ .b ] *209VAS 2 [
KN Gg 710;KN;Gg;;]'ME+RI' *209VAS 6 [
KN Gg 711;KN;Gg;;] [ [ *209VAS+A 2(7)0] ] [
KN Gg 713+;KN;Gg;ma-ri-ne-we , do-e-ra , ;ma-ri-ne-we , / do-e-ra 'ME+RI' *209VAS+A [
KN Gg 717;KN;Gg;me-na , pa-si-te-(o) , (si)-da-o-ne , ;] , me-na , pa-si-te-(o)[ ](si)-da-o-ne , ME+RI [
KN Gg 995+;KN;Gg;ma-ki-ro-ne , ku-pi-ri-jo , ;ma-ki-ro-ne , / ku-pi-ri-jo , 'ME+RI' *209VAS+A 6[
KN Gg 5007;KN;Gg;;] ME+RI *209VAS+A 10[
KN Gg 5184;KN;Gg;;]*209VAS+A 4[
KN Gg 5185;KN;Gg;]-to , a-pa-(to) , o-ne , ;]-to , a-pa-(to)[ ]o-ne ME+RI[
KN Gg 5548;KN;Gg;;[ [ *209VAS+A ] ] [
KN Gg 5552;KN;Gg;(me)-no , ;](me)-no ]2
KN Gg 5637+;KN;Gg;(pe)-ru-(si)-[ , (za)-we-(te)-(ro) , ;](pe)-ru-(si)-[ ](jo) (za)-we-(te)-(ro) *209VAS[
KN Gg 7232;KN;Gg;(o)-pe-ro , ;](o)-pe-ro *209VAS 'ME' 5 [
KN Gg 7369;KN;Gg;ra-e-ri-jo , me-no , me-ri , ;]ra-e-ri-jo me-no[ ] LANA 1 M 1 me-ri (S)[
KN Gg 7371;KN;Gg;;] *209VAS 1[
KN Gg 7372;KN;Gg;;]*209VAS+A (2)4
KN Gg 7792;KN;Gg;]-ko-(de) , ;]-ko-(de) ] ME+RI *209VAS (1)[
KN Gg 8053;KN;Gg;me-no , ;]me-no ] vacat
KN Gg 9244;KN;Gg;;]'ME+[ ]' *209VAS[ inf. mut.
KN Gm 840;KN;Gm;(ni)-jo , a-pu-da-se-we , ;](ni)-jo , / a-pu-da-se-we ]1 VIN 16(8) ] VIN 100 ]25 VIN 75[ ](to) [ ]125 VIN 155
KN Gm 5788;KN;Gm;si-jo , ;]si-jo , VIN[ ] vacat [
KN Gm 9878;KN;Gm;;sup. mut. ]VIN [ ](VIN) [ inf. mut.
KN Gv 862;KN;Gv;su-za , (i)-po-qa , ;]su-za ARB 1770 ](jo) ARB 405 ]'(i)-po-qa' ARB 10[ ] ARB 17 *174 20 ] [ [ 4] ] ]365 *174 225 ] [ [ ] ]
KN Gv 863;KN;Gv;(qa)-ra , jo-e-ke-to-qo , wo-na-si , we-je-we , ;](qa)-ra , / jo-e-ke-to-qo , wo-na-si , (si)[ ] we-je-we *174 420 su ARB 10(4)[
KN Gv 864;KN;Gv;su-za , pu-ta , ;] *174 6(9)[ ]su-za ARB 53[ ] pu-ta *174 [
KN K 93;KN;K;;*226VAS 2 *204VAS+*305VAS[
KN K 434;KN;K;de-wa-pi , ko-no-ni-pi , ;](sa) , *221VAS 1 *229VAS 1 ]de-wa-pi , ko-no-ni-pi , *217VAS 1
KN K 700;KN;K;da-mi , ;] 300 *210VAS+KA (9)00[ ] 300 *210VAS+KA 900 da-mi[
KN K 740;KN;K;(di)-pa , qe-ro2 , ku-ru-su-*56 , pi-ri-je , me-no-(no) , ;sup. mut. ](di)-pa AES *214VAS+DI 30[ qe-ro2 AES *255 • 1(6) ku-ru-su-*56 • *207VAS 1 pi-ri-je • ZE 1 ] 'me-no-(no)'[ inf. mut.
KN K 773+;KN;K;ku-pi-ri-jo , ;.A ] ke *222VAS 7 .B ] ku-pi-ri-jo / (ke) *202VAS 1
KN K 774;KN;K;a-ro-we , ;a-ro-we *212VAS+U 1
KN K 775;KN;K;*47-ti-jo , ;]*47-ti-jo *212VAS+U[
KN K 776;KN;K;;]jo *212VAS+U 5
KN K 778;KN;K;ka-ra-re-we , (pi)-ja-qe , do-ke-u , ;]ka-ra-re-we *210VAS 180 ](pi)-ja-qe ] vacat ]no , VIR 1 ](to) VIR 1 ]do-ke-u ,
KN K 829+;KN;K;me-wi-jo-e , me-wi-jo-e , ;] vacat ]*202VAS+DI 75 / me-wi-jo-e , [ ]4 *202VAS+DI 40[ ]35 / me-wi-jo-e[ ](*202VAS)[ ] vacat [
KN K 872;KN;K;ke-ra-a , me-no , ne-qa-sa-pi , ]-te-te , ku-ru-so , (ku)-(ru)-(so) , qa-sa-pi , ;], ke-ra-a , *227VAS [ ]me-no , ne-qa-sa-pi , *227VAS 1 ]-te-te , ku-ru-so , [ [ (ku)-(ru)-(so) ] ] ]qa-sa-pi , *218VAS 3 inf. mut.
KN K 873;KN;K;u-do , ]-we , ;]we u-do *211VAS+PO 32[ ]-we *211VAS+PO 2(5)[ ]we *211VAS+PO 22 [
KN K 875;KN;K;qa-si-re-wi-ja , di-pa , a-no-wo-to , pe-ri-ta , qa-si-re-wi-ja , di-pa , a-no-wo-to , wi-na-jo , qa-si-re-wi-ja , di-pa , a-no-wo-to , i-da-i-jo , qa-si-re-wi-ja , di-pa , a-no-wo-to , sa-me-ti-jo , qa-si-(re)-(wi)-ja , di-pa , a-no-wo-to , i-je-re-wi-jo , qa-(si)-(re) , ]-(ja) , a-no-wo-to , po-ti-[ , ;] , qa-si-re-wi-ja , di-pa , a-no-wo-to [ pe-ri-ta , qa-si-re-wi-ja , di-pa , a-no-wo-to , [ wi-na-jo , qa-si-re-wi-ja , di-pa , a-no-wo-to [ i-da-i-jo , qa-si-re-wi-ja , di-pa a-no-wo-to [ sa-me-ti-jo , qa-si-(re)-(wi)-ja , di-pa , a-no-wo-to [ i-je-re-wi-jo , qa-(si)-(re)[ ]-(ja) , a-no-wo-to *202VAS 10 po-ti-[
KN K 877+;KN;K;a-tu-ko , de-ra , ma-te-u-pi , ;a-tu-ko / de-ra[ ], ma-te-u-pi , *212VAS+(U)[
KN K 1810;KN;K;;] *213VAS+U 1
KN K 5526;KN;K;;]jo *212VAS+U[
KN K 7353;KN;K;;] (*213VAS) (10)[
KN K 7363;KN;K;;] *155VAS+DI [
KN K 7599+;KN;K;me-wo-(ni)-jo , ;me-wo-(ni)-jo *212VAS+(U)[
KN K 8244;KN;K;;] (*207VAS)[
KN K 9242;KN;K;;](*212VAS)+(U) (10)[
KN L 104;KN;L;pa-we-pi , ;.a ]pa-we-pi [ .b ](ro) TELA2 [
KN L 178+;KN;L;we-we-e-a , u-po-we , ;we-we-e-a '*161' TELA3+PA 6 / u-po-we TUN+RI 2
KN L 192+;KN;L;]-da-na , to-ni-ja , ;]-da-na / to-ni-ja TELA2 2
KN L 433+;KN;L;ta-ra-jo , ;]ta-ra-jo TELA3+ZO (1)[
KN L 455+;KN;L;o-pe-ro , sa-me-u , ;]o-pe-ro [ ] pe TELA3+PU 3 ]sa-me-u[ ] vacat
KN L 460;KN;L;a-du , ;a-du[
KN L 469;KN;L;]-ta , po-ku-ta , pa-i-to , ;.a me[ ]-ta [ .b po-ku-ta / pa-i-to TELA3+PU 34[
KN L 470;KN;L;]-ta , ;.a ]-ta [ .b ] TELA2+PU 415
KN L 471;KN;L;me-zo-e , ka-ta-ri-ja , re-u-ka , ;.a ] me-zo-e [ .b ]ka-ta-ri-ja , / re-u-ka TELA4+PU 10
KN L 472;KN;L;ko-ru-we-ja , ;]ko-ru-we-ja TELA(2)+PU 84
KN L 473+;KN;L;o-pe-ro , qa-ra , i-se-we-ri-jo , ;.a o-pe-ro 'pe' TELA2+PU 38 .b qa-ra / i-se-we-ri-jo
KN L 474;KN;L;po-pu-re-ja , pu-ka-ta-ri-ja , ;po-pu-re-ja , / pu-ka-ta-ri-ja TELA3+PU 21
KN L 475;KN;L;do-ti-ja , ;do-ti-ja TELA2+PU (5)0[
KN L 480;KN;L;qo-u-qo-ta , ;.a ] ka[ .b ]pi / qo-u-qo-ta [
KN L 484;KN;L;do-ti-ja , ;do-ti-ja / (o)[
KN L 489;KN;L;ka-to-ro , ;ka-to-ro [
KN L 491;KN;L;;] TELA3 50 [ ] vacat
KN L 501;KN;L;;]ta TELA2+PU 3(4)[
KN L 513;KN;L;qe-te-o , po-po , ;.a qe-te-o TELA2[ .b po-po TELA2 4 [
KN L 514;KN;L;a-[ , ;](ro) , TELA2+KU 14 a-[ ] TELA3 18[
KN L 515+;KN;L;su-(ri)-mo , ;su-(ri)-mo TELA1+PU 29 TELA+KU 2[
KN L 516;KN;L;;]2 TELA2+KU 2
KN L 520;KN;L;do-ti-ja , pe-re-ke , ka-ma , sa-mu-ta-jo , ;do-ti-ja , LANA 18 pe-re-ke *164 3 ka-ma LANA 12 *164 2 sa-mu-ta-jo LANA 24 *164 4
KN L 523;KN;L;qe-re-jo , ku-da-ra-ro , ;.a ]qe-re-jo [ .b ]ku-da-ra-ro TELAx+(PA)[
KN L 564;KN;L;e-ko-so , po-ki-ro , ;e-ko-so / po-ki-ro[
KN L 565;KN;L;te-jo , ka-[ , ;']si' te-jo , ka-[ ]TELA(2) 66 [
KN L 567;KN;L;o-pi , po-po , o-pi , a3-ka-ra , ri-(ta) , ;o-pi / po-po [ o-pi / a3-ka-ra ri-(ta)[
KN L 578;KN;L;ra-wo , ;]ra-wo *158 2 [
KN L 586;KN;L;a-ro2-a , (ru)-wo-we-ja , ;.Aa ] a-ro2-a TELA2 3 [ .Ab ] LANA 3 TELAx[ .B ](ru)-wo-we-ja / [
KN L 588+;KN;L;i-ku-tu-re , ru-si-qe , a-pa-i-ti-jo , ze-me-qe , a-qo-ta , zo-ta-qe , (po)-[ , e-[ , ku-do-ni-ja-de , di-du-me , o-qo-o-ki-te , ;i-ku-tu-re , ru-si-qe , a-pa-i-ti-jo , ze-me-qe[ a-qo-ta , TELA1 (8) zo-ta-qe , TELA1 13 [ (po)-[ ] , e-[ . ] , ku-do-ni-ja-de , di-du-me , o-qo-o-ki-te [
KN L 590;KN;L;ki-ro-nu-ka , (re)-u-ko-nu-ka , ;]ki-ro-nu-ka *161 TELA1[ ](re)-u-ko-nu-ka *161 TELA1[
KN L 592+;KN;L;nu-wa-i-ja , pa-we-a , ;nu-wa-i-ja , / pa-we-a *161 TELA3 30[ [ ] ]
KN L 593+;KN;L;o-pe-te-wo-qe , si-ja , o-re-ne-a , (pu)-ra , e-ni-qe , pe-ne-we-ta , ;.Aa ] vacat [ ]o-pe-te-wo-qe *161[ .Ab ] vacat [ ]si-ja , o-re-ne-a TELA1[ .B ](pu)-ra , / e-ni-qe , pe-ne-we-ta *161 TELA1 4 TUN+KI 2 TUN+KI[
KN L 594;KN;L;ri-ta , pa-we-a , da-te-we-ja , ;.a ] ri-ta , pa-we-a [ .b ]da-te-we-ja TELA1 1 TUN+KI 1
KN L 647+;KN;L;nu-wa-ja , e-ni-qe , e-ra-pe-me-na , nu-wa-ja , ]-ra2 , ;.A ] 'nu-wa-ja , pe TELA1[' ] TELA1 17 TUN+KI 3 .B ]ra , / e-ni-qe e-ra-pe-me-na 'nu-wa-ja' TELA1[ ]-ra2 TELA1 1
KN L 648;KN;L;o-pi , po-po , ;.a ri[ .b o-pi , / po-po[
KN L 651;KN;L;pa-we-o , nu-we-jo , pa-we-o , ;]o , pa-we-o , e[ ]nu-we-jo , / pa-we-o[
KN L 693;KN;L;ri-no , re-po-to , qe-te-o , ki-to , sa-pa , e-pi-ki-to-ni-ja , ;ri-no , / re-po-to , qe-te-o ki-to , AES M 1 [ sa-pa P 2 Q 1 e-pi-ki-to-ni-ja AES M 1[
KN L 695;KN;L;(ti)-(jo) , e-ta-wo-ne-wo , o-pa , e-ne-ro , re-u-ko , ;.1a ](ti)-(jo) e-ta-wo-ne-wo .1b ] o-pa TELA1 6 [ .2 ] vacat .3 ] vacat .4 ]2 P 2 e-ne-ro 're-u-ko' N 2
KN L 698;KN;L;ne-we , pe-ko-to , i-jo-te , ku-su-a-ta-o , (jo)-du-mi , wo-ke , ;]ne-we , pe-ko-to *1641[ ]i-jo-te , 'ku-su-a-ta-o' 11[ ](jo)-du-mi wo-ke P (1)[
KN L 735;KN;L;a-ro2-e , me-sa-ta , ;]a-ro2-e TELA3+PU [ ] me-sa-ta , TELAx+PU[
KN L 758;KN;L;re-ne-o , po-pu-ro2 , o-no , ;]re-ne-o , po-pu-ro2 [ ]o-no TELA2+PU 2
KN L 759+;KN;L;;](ta2) TELA3+PU 70
KN L 761;KN;L;ra-su-ti-jo , to-mi-ka , ;ra-su-ti-jo , / to-mi-ka[
KN L 764+;KN;L;to-mi-ka , ;](jo) , / to-mi-ka TELA3 50
KN L 771;KN;L;(ka)-ta-ni-ja , po-ro-[ , (pa)-we-a , ka-ta-ni-ja , ki-to-ne , ]-(to) , ;(ka)-ta-ni-ja , po-ro-[ . . ] (pa)-we-a [ ]ka-ta-ni-ja , ki-to-ne , [ . . ]-(to) [
KN L 868+;KN;L;sa-de-so , ;] , sa-de-so , TELA2+PU (1)5 *146(2)[
KN L 869;KN;L;o-pe-ro , ti-ri-to , ;.A o-pe-ro pe TELA2+PU 3 .B ti-ri-to / (pi)[ ] vacat
KN L 871;KN;L;pa-ro , re-wa-jo , pe-ne-we-ta , e-qe-si-ja , te-tu-ko-wo-a , ;.a ] pa-ro , re-wa-jo .b ]ra , pe-ne-we-ta , / e-qe-si-ja , te-tu-ko-wo-a TELA4 6
KN L 870;KN;L;(da)-ku-we-ta , we-we-e-a , ;](da)-ku-we-ta / we-we-e-a TELA3 1 TUN+KI 1
