identifier;location;series;inscription;original
KN Dv 8652;KN;Dv;(a)-(ru) , (da)-(*22)-(to) , ;.A ] (OVISm) (179) [ .B (a)-(ru)[ ] / (da)-(*22)-(to) (o) (OVISm) (1)
KN Dv 8716;KN;Dv;(ja)-(se) , ;.A ] (OVISm) (84) OVISf [ .B ](ja)-(se) , / [
KN Dv 8742;KN;Dv;;]to , [
KN Dv 8772;KN;Dv;;sup. mut. ](ra) (pa) (OVISm)[
KN Dv 8797;KN;Dv;;(a3)[
KN Dv 8798;KN;Dv;ni-mo , ;.a ] (a)[ .b ]ni-mo / [
KN Dv 8816;KN;Dv;(pa)-(mo) , ;sup. mut. ](pa)-(mo)[
KN Dv 8834;KN;Dv;(ta)-jo-jo , ;.A ]22 OVISf 10[ .B ](ta)-jo-jo[
KN Dv 8836;KN;Dv;no-to , ;.A ] OVISm 78 OVISf (20)[ .B ]no-to , [
KN Dv 9567;KN;Dv;;sup. mut. ]OVISm 30[ inf. mut.
KN Dv 9568;KN;Dv;pa-(i) , ;sup. mut. ]pa-(i)[
KN Dv 9569;KN;Dv;;.A ] (pa) OVISm 10[ .B ] vacat [
KN Dv 9570;KN;Dv;;] OVISx[ inf. mut.
KN Dv 9586;KN;Dv;;sup. mut. ](*56)[ inf. mut.
KN Dv 9587;KN;Dv;(da)-nwa , ;](da)-nwa[ inf. mut.
KN Dv 9588;KN;Dv;;du[ inf. mut.
KN Dv 9590;KN;Dv;pu-ko , ;pu-ko[
KN Dv 9591;KN;Dv;pa-(i) , ;]no / pa-(i)[
KN Dv 9593;KN;Dv;pa-na , ;pa-na[
KN Dv 9594;KN;Dv;]-qo , ;sup. mut. ]-qo[ inf. mut.
KN Dv 9595;KN;Dv;ra-pa , ;]ra-pa[
KN Dv 9596;KN;Dv;so-(mo) , ;]so-(mo)[
KN Dv 9599;KN;Dv;(ti)-ja , ;sup. mut. .A ] vacat [ .B ](ti)-ja [
KN Dv 9600;KN;Dv;(we)-ma-na , ;sup. mut. ](we)-ma-na (OVISx)[ inf. mut.
KN Dv 9601;KN;Dv;]-no-to , ;sup. mut. ]-no-to[ inf. mut.
KN Dv 9602;KN;Dv;qa-(ra) , ;] / qa-(ra)[
KN Dv 9603;KN;Dv;]-ra-to , ;sup. mut. ]-ra-to[ inf. mut.
KN Dv 9604;KN;Dv;;sup. mut. ](ra) / (pa)[
KN Dv 9605;KN;Dv;tu-ni , ;sup. mut. ] / tu-ni[
KN E 36;KN;E;pi-ra-me-no , pa-i-to , ;pi-ra-me-no , / pa-i-to GRA 10[
KN E 71;KN;E;ka-pa , ;ka-pa GRA[
KN E 132;KN;E;;sup. mut. ] GRA 20(2)[
KN E 165;KN;E;;]2 GRA 5[ ] 3 GRA 4 [ ] GRA T[ inf. mut.
KN E 288;KN;E;ra-wa-si-jo , ;ra-wa-si-jo (GRA)[
KN E 668;KN;E;ru-ki-ti-jo , tu-ri-si-jo , ra-ti-jo , ;ru-ki-ti-jo GRA 246 T 7 tu-ri-si-jo GRA 261 ra-ti-jo GRA 30 T 5
KN E 669;KN;E;(ti)-jo , i-jo , da-*22-ti-jo , ;](ti)-jo GRA 195 OLIV+A 43 OLIV+TI 45 ]i-jo GRA 143 da-*22-ti-jo GRA 70 OLIV 45
KN E 670;KN;E;(da)-*83-ja-i , ru-ki-ti-jo , o-na-jo , ;](da)-*83-ja-i GRA 302 OLIV 8(9)[ ru-ki-ti-jo GRA 73 o-na-jo GRA[
KN E 749+;KN;E;qa-ra-jo , ru-ki-ti-jo , ti-ri-ti-jo , (ri)-mi-jo , qa-mi-jo , u-ta-ni-jo , pu-si-jo , ;vacat qa-ra-jo , GRA 25 ru-ki-ti-jo GRA 23[ ti-ri-ti-jo GRA[ ](ri)-mi-jo (GRA)[ ](1) T (2) V 3 qa-mi-jo , GRA 12 T 5 u-ta-ni-jo , GRA[ pu-si-jo , GRA (6)[ vacat [
KN E 777;KN;E;ko-no-si-ja , ki-ri-te-wi-ja-i , a-mi-ni-si-ja , pa-i-ti-ja , ;ko-no-si-ja / ki-ri-te-wi-ja-i LUNA 1 GRA 100[ a-mi-ni-si-ja LUNA 1 GRA 100 [ pa-i-ti-ja LUNA 1 GRA 100[
KN E 842;KN;E;di-wo , te-o-i , me-a-de , me-na , pe-ro2-[ , ki-da-ro , (to)-so , ;.1a ] di-wo [ .1b ]ra , te-o-i / me-a-de[ .2 ](OLIV) 24 T 4 (PYC)[ ] T 2 me-na GRA 2 T (4)[ .3 ]pe-ro2-[ ] 2 T 4 ki-da-ro GRA (21)[ ](to)-so GRA[
KN E 843;KN;E;e-me-si-jo-jo , pa-na-so , ta-ra-qo , ta-u-pa-du-we , a-(ro)-ja , pu-na-so , ;vacat [ e-me-si-jo-jo[ pa-na-so GRA 100[ ta-ra-qo GRA [ ta-u-pa-du-we (GRA)[ a-(ro)-ja[ pu-na-so[ inf. mut.
KN E 846;KN;E;ra-wa-e-si-jo , (to)-so , ;]ra-wa-e-si-jo , / to[ ] (to)-so GRA 22[
KN E 847+;KN;E;no-so , a-no-qo-ta-o , da-na-mo , ;]no-so / a-no-qo-ta-o LUNA 1 GRA 10 T 2[ ] LUNA 1 GRA 12 T (7) da-na-mo LUNA 1 GRA (11)[ ](T) 7 [
KN E 848+;KN;E;(qa)-sa-ro-we , a-ma , ;](qa)-sa-ro-we[ ] a-ma ] GRA (6)2[ ] 8
KN E 849;KN;E;pu-ta-ri-ja , pe-ra , to-so , ;pu-ta-ri-ja , pe-ra[ to-so GRA 130[
KN E 850;KN;E;ma-si-jo , a-ma , ;]ma-si-jo a-ma GRA 132 TO 5
KN E 971;KN;E;to-i-ja , o-pa , ;]to-i-ja , o-pa GRA[
KN E 1035+;KN;E;a-ta-re-wo , a-ma , ;a-ta-re-wo / a-ma GRA 100[
KN E 1569+;KN;E;do-ti-ja , pe-ma , ra-wa-ke-si-jo , ;]do-ti-ja GRA 48 'pe-ma' ]ra-wa-ke-si-jo GRA 10 T 5
KN E 1574;KN;E;;]GRA 4 T 2 ] vacat
KN E 4466;KN;E;ri-mi-jo , ri-[ , ri-jo , ;]ri-mi-jo GRA 10[ ] GRA 35 ri-[ ]ri-jo GRA[
KN E 5000+;KN;E;;](6)7 ] GRA 181 T 5 ] , GRA 1(0)2 T 5 ] vacat [ ] vacat
KN E 5556;KN;E;;sup. mut. ]vacat[ ]GRA 2 ] GRA 2 ](GRA) (2)[ inf. mut.
KN E 7338+;KN;E;me-si-jo-jo , pa-(na) , ;]me-si-jo-jo , / pa-(na)[ ] GRA 100[
KN E 7339+;KN;E;pa-(i) , ]-(ma)-(ko)-(ro) , ;](i) , / pa-(i) [ ]-(ma)-(ko)-(ro) GRA[
KN E 7340;KN;E;;]GRA 200[ ]140[ inf. mut.
KN E 7350;KN;E;;]3 [ ](4) LUNA 1 GRA 1[
KN E 7354;KN;E;;] 33 T 5 [
KN E 8122;KN;E;e-pi-ke-to , ;]e-pi-ke-to GRA 30[
KN E 8435;KN;E;;sup. mut. ] vacat [ ](GRA) (100)[ inf. mut.
KN E 9178;KN;E;;sup. mut. ](1) LUNA 1 GRA [
KN E 9295;KN;E;;sup. mut. ]GRA+PE 10[ inf. mut.
KN E 9322;KN;E;;] (GRA)+PE[ ]vacat[ inf. mut.
KN E 9754;KN;E;;] GRA 50[ ]5 [ inf. mut.
KN E 9840;KN;E;;]GRA (3)0[ inf. mut.
KN E 9916+;KN;E;;sup. mut. ] (3)[ ]vacat[ inf. mut.
KN F 51;KN;F;;HORD T 7 V 5 Z (3)[
KN F 153+;KN;F;(a)-(ta)-ti-nu , a-e-da-do-ro , a-me-ja , ;sup. mut. (a)-(ta)-ti-nu T[ ](V)[ a-e-da-do-ro T 3 [ [ V (2) ] ] a-me-ja T 3 V 2 ] T 4 ] vacat inf. mut.
KN F 157+;KN;F;e-ko-so , to-so , ;e-ko-so , / to-so GRA 400[ ](OLIV) 82 T 4 CYP+KU 5 T 3 CYP[ ]1[ ](T) 7 vacat [ ] inf. mut.
KN F 193+;KN;F;te-ra-po-ti , ;te-ra-po-ti HORD 9 T 8 V 3
KN F 452;KN;F;ka-da-ra-so , qa-ka , pu-ri , ]-jo , ;]ka-da-ra-so (OLE) 2 ]qa-ka OLE 1 pu-ri OLE S 2[ ]-jo OLE S 3 o[
KN F 726;KN;F;wi-jo-jo , e-ra , ;]wi-jo-jo e-ra[ ](wo) OLE+A V 1 [
KN F 741;KN;F;]-to , da-*22-to , ]-(ro) , da-*22-to , ]-ri , da-*22-to , ;sup. mut. ]-to[ ] da-*22-to HORD 2 ]-(ro) da-*22-to HORD 2 ]-ri da-*22-to HORD 2 ] vacat inf. mut.
KN F 841+;KN;F;]-ti-ja , sa-pi-ti-(ne)-we-jo , a-di-*22-sa , (no)-di-mi-zo-jo , pa-i-to , mi-sa-ra-jo , sa-pi-ti-ne-we-jo , su-za , ka-po , e-[ , e-ra-wa , ;]-ti-ja , sa-pi-ti-(ne)-we-jo [ ]a-di-*22-sa GRA+PE T (5) NI 8[ ](no)-di-mi-zo-jo[ ] , GRA+PE 2 NI 34[ pa-i-to , mi-sa-ra-jo , sa-pi-ti-ne-we-jo[ su-za , NI 75 ka-po , e-[ ]wa , OLIV 46 e-ra-wa[ ] vacat
KN F 844;KN;F;;.A ]ja GRA 20 T 5 [ .B ] OLIV+A 10 T 2 [
KN F 845+;KN;F;a-ma , da-mo , ;.a ] a-ma .b ](ro) , / da-mo GRA [ ]8 OLIV+A 12
KN F 851;KN;F;e-pi-ke-re , a-ma , ;.1a ] e-pi-ke-re [ .1b ](i) / a-ma GRA [ .2 ] OLIV+A 46 [ ]
KN F 852+;KN;F;da-wo , a-ma , e-pi-ke-re , ;da-wo / a-ma , e-pi-ke-re GRA 10(3)00[ OLIV+A 70 OLIV+TI 20 PYC+O (1)2[
KN F 853+;KN;F;;] GRA 500[ ] OLIV+TI 3 T [
KN F 854;KN;F;(na)-(ro) , ]-do-we-i , ma-so-qe , ;sup. mut. ](na)-(ro) GRA 5 ]-do-we-i , ma-so-qe GRA 8 ] vacat ] GRA 402 OLIV+A 52
KN F 866;KN;F;(ni)-jo , di-ka-ta-de , ma-(sa) , ;](ni)-jo / di-ka-ta-de NI 10 ma-(sa)[
KN F 5001;KN;F;;sup. mut. ]80 OLIV+A (3)0[ ] vacat [ ]GRA 3 OLIV+A 2 NI[ ]1 T 3 (V)[ ]3[ ] vacat [
KN F 5043;KN;F;;sup. mut. ]T 4 OLIV 4[ ](2)[ ]T 9 OLIV 29 (T) 1 (CYP)+KU (2) T 2
KN F 5079+;KN;F;ka-ma , di-pa-te , ka-[ , i-je-[ , ka-ma , sa-i-[ , i-je-[ , ;.1 ka-ma[ .2a di-pa-te[ .2b ka-[ .3a i-je-[ .3b ]ka-ma[ .4a sa-i-[ .4b i-je-[
KN F 7050+;KN;F;;]104 OLIV 120 (PYC)+O[ ]GRA (453) [ inf. mut.
KN F 7337;KN;F;;]24 S[
KN F 7343;KN;F;;]4(4)[ ]80 NI[
KN F 7345;KN;F;;] T 3 OLIV+A 53 OLIV+TI 6 T 7[ ] vacat
KN F 7346;KN;F;;] NI 61(2)[
KN F 7357;KN;F;;](4) OLIV 30[
KN F 7359;KN;F;;]T 1 V 4
KN F 7360+;KN;F;;]1 T 6
KN F 7362;KN;F;;T 2 V 1 [
KN F 7542;KN;F;;]31 KO 25 ]6 (S) 1 OLE 9
KN F 7748+;KN;F;e-u-ko-me , (pe)-qe-(u) , ;sup. mut. ] e-u-ko-me[ (pe)-qe-(u)[ ]vacat[ inf. mut.
KN F 8000;KN;F;;sup. mut. ](OLIV)+(A) (8) (T) (5)[
KN F 8139;KN;F;ja-na-ti , ;ja-na-ti[
KN F 8242;KN;F;(da)-*22-to , *22-to , ;sup. mut. ](da)-*22-to HORD [ ]*22-to (HORD)[ inf. mut.
KN F 8437;KN;F;;]OLIV [
KN F 9110;KN;F;;](20) OLE (2)[
KN F 9179;KN;F;;sup. mut. ]2 V (2)[
KN Fh 339;KN;Fh;o-pa-wo-ne-ja , to-qa , ;o-pa-wo-ne-ja / to-qa OLE 24
KN Fh 340;KN;Fh;ka-ro , a-pu-do-si , ;ka-ro / a-pu-do-si 'te' OLE 23 S 2
KN Fh 341;KN;Fh;pe-da-i-ra , du-ni-ja , ;pe-da-i-ra / du-ni-ja OLE 4 S 2 V 1
KN Fh 342;KN;Fh;a-ne-ra-to , do-re-we , ;a-ne-ra-to OLE 2 do-re-we OLE 2
KN Fh 343;KN;Fh;du-pu2-so , zo-a , e-pi-ko-wa , ;du-pu2-so / zo-a OLE 15 e-pi-ko-wa (OLE) (1) S 1 V 3
KN Fh 344;KN;Fh;ka-pa-ri-jo-ne , ;ka-pa-ri-jo-ne OLE 1
KN Fh 345;KN;Fh;du-ru-po , ;du-ru-po OLE V 1
KN Fh 346;KN;Fh;a3-ki-pa-ta , ;a3-ki-pa-ta OLE 2[
KN Fh 347;KN;Fh;ma-ro-ne , ku-pi-ri-jo , we-we-(ro) , o-no , a-ri-to-[ , ;ma-ro-ne / ku-pi-ri-jo OLE 6 S 2 MU 5 we-we-(ro) , / o-no OLE 1 a-ri-to-[ . ](jo) OLE V 2
KN Fh 348;KN;Fh;o-no , i-su-ku-wo-do-to , qe-te-o , te-o , ;o-no , i-su-ku-wo-do-to , OLE 1 S 1 qe-te-o , [ [ te-o ] ] OLE 1
KN Fh 349;KN;Fh;ru-ki-to , a-pu-do-si , ;ru-ki-to / a-pu-do-si OLE 53 V 3
KN Fh 350;KN;Fh;po-ro-ko-wa , ;po-ro-ko-wa OLE 2
KN Fh 351;KN;Fh;*47-so-de , ;*47-so-de OLE V 3
KN Fh 352;KN;Fh;de-u-jo-i , ;de-u-jo-i OLE S 1
KN Fh 353;KN;Fh;ra-ma-na-de , de-ma-si , ;ra-ma-na-de / de-ma-si OLE S 1
KN Fh 355;KN;Fh;qa-ti-ja , zo-a , ;qa-ti-ja / zo-a OLE 30
KN Fh 356;KN;Fh;o-mi-ri-jo-i , ;o-mi-ri-jo-i OLE 1[ ]
KN Fh 357;KN;Fh;*47-so-de , e-ra-de , ;*47-so-de OLE 2 S 1 e-ra-de OLE 2 V 1
KN Fh 358;KN;Fh;to-ro-qa , ;] , to-ro-qa OLE 10
KN Fh 359;KN;Fh;zo-a , ku-do-ni-ja , e-te-(ja) , ;.a zo-a[ .b ku-do-ni-ja / e-te-(ja)[
KN Fh 360;KN;Fh;ki-ra-*56-so , ma-si-dwo , me-[ , ;.a ki-ra-*56-so , u[ .b ma-si-dwo / me-[
KN Fh 361+;KN;Fh;ku-pi-ri-jo , o-no , zo-a , ;.a OLE 21 S 2 [ ] vacat .b ku-pi-ri-jo / o-no zo-a OLE (3) (V) (3)
KN Fh 362;KN;Fh;ne-wo , tu-[ , ;[ [ ne-wo (OLE) (8)3 ] ] [ ] tu-[ ] 7 V 2[
KN Fh 364;KN;Fh;]-ke , a-ku-tu-ru-wo , u-te-si , ;.a ]-ke , a-ku-tu-ru-wo[ .b ]u-te-si OLE[
KN Fh 365;KN;Fh;*83-ja-de , (da)-so-de , ;.a ]*83-ja-de OLE V 1 .b ](da)-so-de OLE V 1
KN Fh 366;KN;Fh;to-so , a-pu-do , ;to-so / a-pu-do[
KN Fh 367+;KN;Fh;to-so-ku-su-pa , ;to-so-ku-su-pa OLE 330 S 1
KN Fh 368+;KN;Fh;o-pi , du-ru-po , ;o-pi , du-ru-po OLE S 1 [
KN Fh 369;KN;Fh;zo-a , a-ra-si-jo , ;zo-a / a-ra-si-jo (OLE)[
KN Fh 370+;KN;Fh;ko-no-so , mu-to , de-ka-sa-to , ;.a ] ko-no-so[ ] vacat .b ]mu-to / de-ka-sa-to [ ]OLE (7)0
KN Fh 371+;KN;Fh;o-se-ko-do , ku-pi-ri-jo , ;]o-se-ko-do / ku-pi-ri-jo OLE 13 S 1 MU 10
KN Fh 372+;KN;Fh;ku-pi-ri-jo , o-no , ;ku-pi-ri-jo / o-no OLE 150
KN Fh 373+;KN;Fh;tu-ni-ja-(de) , ;tu-ni-ja-(de) , / te[
KN Fh;KN;Fh;a-pu-(do) , ;a-pu-(do)[
KN Fh 375;KN;Fh;ne-wo , ;]ne-wo OLE 10[
KN Fh;KN;Fh;ro-qa , ;]ro-qa OLE 1[
KN Fh 377;KN;Fh;;](si) OLE 152 V 2
KN Fh;KN;Fh;ma-qa-to , ;]ma-qa-to OLE[
KN Fh;KN;Fh;pu-do-si , ;]pu-do-si OLE 17 S 2[
KN Fh 380+;KN;Fh;jo-te , zo-a , e-pi-ko-(wa) , ;]jo-te / zo-a OLE 33 S 1 e-pi-ko-(wa)[
KN Fh;KN;Fh;po-ro-ko-wa , ;]po-ro-ko-wa , a[
KN Fh;KN;Fh;ko-ro-ja-ne , ;ko-ro-ja-ne OLE [
KN Fh;KN;Fh;ku-do , ;ku-do[
KN Fh;KN;Fh;re-pi-ru-nu-we , ;]re-pi-ru-nu-we[
KN Fh;KN;Fh;do-ni-ja , ;do-ni-ja[
KN Fh 386+;KN;Fh;ka-ke-we , ;ka-ke-we OLE+[ ] S 1 V 1
KN Fh;KN;Fh;te-o , ;]te-o[
KN Fh;KN;Fh;tu-ri , ;tu-ri[
KN Fh;KN;Fh;qa-nu-we , ;]qa-nu-we[
KN Fh;KN;Fh;e-ri-nu , ;e-ri-nu[
KN Fh;KN;Fh;ro-to-qa , ;]ro-to-qa OLE 20[
KN Fh;KN;Fh;u-ru-pi-ja , ;u-ru-pi-ja[
KN Fh 393;KN;Fh;*47-so-de , ;*47-so-de[
KN Fh 462+;KN;Fh;]-si-ja , a-ri-ja-wo-ne , si-ja , e-to-wo-ko , *47-so-de , ;]-si-ja V 1 a-ri-ja-wo-ne [ ] vacat ]si-ja / e-to-wo-ko V 3 *47-so-de S 1
KN Fh 1056;KN;Fh;ra-pte-re , ;ra-pte-re OLE V 3
KN Fh 1057;KN;Fh;*56-i-ti , ;*56-i-ti OLE S 1
KN Fh 1059;KN;Fh;wi-na-jo , e-ra-jo , ;wi-na-jo / e-ra-jo OLE V 1
KN Fh 2013;KN;Fh;(ja)-[ , ]-jo , pe-da , i-je-[ , ;](ja)-[ . ]-jo / pe-da[ ]i-je-[
KN Fh 2014+;KN;Fh;;]de OLE [ [ S ] ] OLE S 2
KN Fh 5426+;KN;Fh;ku-pi-ri-jo , ma-ro-ne , ;ku-pi-ri-jo / ma-ro-ne OLE 100 [
KN Fh 5428+;KN;Fh;wi-ri-ne-we , ;wi-ri-ne-we OLE 12 S 1
KN Fh 5429;KN;Fh;wa-po , ;wa-po OLE [
KN Fh 5430;KN;Fh;*47-so-(de) , ;*47-so-(de)[
KN Fh 5431+;KN;Fh;o-na , de-(mi)-(ni)-jo , ;o-na , de-(mi)-(ni)-jo OLE 2 S 2
KN Fh 5432+;KN;Fh;]-pte-si , ]-u-pi-ri-[ , ]-(i) , ;]-pte-si / [ . ]-u-pi-ri-[ . ]-(i) (OLE) S 1
KN Fh 5434+;KN;Fh;a-pu-do-si , ;](so) / a-pu-do-si OLE[
KN Fh 5435+;KN;Fh;wi-ri-ne-we , ;wi-ri-ne-we [
KN Fh 5436+;KN;Fh;]-de , zo-a , ;]-de , / zo-a OLE 23 S 1
KN Fh 5437;KN;Fh;;] S 2
KN Fh 5442;KN;Fh;mi-ni-(si) , ;]mi-ni-(si)[
KN Fh 5443+;KN;Fh;ro-ru , ;ro-ru[
KN Fh 5444;KN;Fh;a-pu-do , ;] / a-pu-do[
KN Fh 5446;KN;Fh;ku-pi-ri-jo , u-ne , to-ro-qo , a-nu-[ , ;ku-pi-ri-jo / u-ne[ to-ro-qo / a-nu-[
KN Fh 5447+;KN;Fh;]-ki-ro , ku-pi-ri-jo , o-no , ;]-ki-ro / ku-pi-ri-jo[ ]o-no OLE (9) S[ ] MU 7
KN Fh 5450;KN;Fh;me-no , ;]me-no OLE 2 S 2
KN Fh 5451 + 5496;KN;Fh;za-we-te , a-mi-ni-si-ja , a-pu-do-(si) , ;.a za-we-te [ .b a-mi-ni-si-ja / a-pu-do-(si) OLE 30[
KN Fh 5453;KN;Fh;ko-[ , zo-a , a-[ , ;.a ko-[ .b zo-a /a-[
KN Fh 5455;KN;Fh;;sup. mut. ]no OLE V 1[
KN Fh 5456;KN;Fh;ta-nu-[ , ;ta-nu-[
KN Fh 5457;KN;Fh;;]OLE 70
KN Fh 5458;KN;Fh;;] OLE V (3) [
KN Fh 5459+;KN;Fh;(pu)-(do)-(si) , ;](pu)-(do)-(si) (OLE) (3)7 S 1
KN Fh 5463;KN;Fh;qa-to-no-(ro) , ;qa-to-no-(ro)[
KN Fh 5465+;KN;Fh;ko-ki-de-jo , ;ko-ki-de-jo / qa[
KN Fh 5467;KN;Fh;di-ka-ta-de , i-je-[ , ;.a ] di-ka-ta-de[ .b ]de / i-je-[ ](OLE) 1 [
KN Fh 5471;KN;Fh;(si)-na-jo , ]-ni-ja-mo , ;](si)-na-jo [ ]-ni-ja-mo [
KN Fh 5475;KN;Fh;qe-ra-si-[ , ;sup. mut. qe-ra-si-[
KN Fh 5477;KN;Fh;(ra)-u-to , ;](ra)-u-to [
KN Fh 5479;KN;Fh;*47-so-de , wa-u-so , ;]*47-so-de / wa-u-so[
KN Fh 5481;KN;Fh;;] OLE S 1
KN Fh 5483;KN;Fh;;] S 1 inf. mut.
KN Fh 5486;KN;Fh;(ko)-pe-re-we , ;sup. mut. ](ko)-pe-re-we (OLE)[ inf. mut.
KN Fh 5487;KN;Fh;*56-(i)-ti-(je) , ;*56-(i)-ti-(je)[
KN Fh 5490;KN;Fh;ku-pi-(ri) , ;sup. mut. ]ku-pi-(ri)[ inf. mut.
KN Fh 5493;KN;Fh;;]no (OLE)[ inf. mut.
KN Fh 5494;KN;Fh;;(*56)[ inf. mut.
KN Fh 5497;KN;Fh;to-ro-qa , ;to-ro-qa OLE 5
KN Fh 5498;KN;Fh;ru-do-ro-(i) , ;.a ] OLE S 1[ .b ]OLE S 1 ru-do-ro-(i)
KN Fh 5501;KN;Fh;*47-so-de , ;*47-so-de OLE 1
KN Fh 5502;KN;Fh;ku-ru-me-ne-jo , de-u-(ki)-(jo) , ;.a V (2)[ .b ku-ru-me-ne-jo / de-u-(ki)-(jo)[
KN Fh 5503;KN;Fh;;](OLE) 339 V 5
KN Fh 5505;KN;Fh;me-ra-de , ;me-ra-de OLE S 1
KN Fh 5506;KN;Fh;]-ra-de , ne-wo-jo , ;]-ra-de / ne-wo-jo OLE 4[ ] vacat [
KN Fh 6001;KN;Fh;wa-ja , qa-(sa) , ;]wa-ja , / qa-(sa)[
KN Fh 7336;KN;Fh;;]OLE 2 S 2
KN Fh 8299;KN;Fh;]-(qo)-ta , to-qa , ;]-(qo)-ta / to-qa (OLE)[
KN Fh 8436;KN;Fh;;] V (4)[
KN Fh 8740;KN;Fh;;] OLE (2)[ ](1)
KN Fh 8802;KN;Fh;;sup. mut. ]o[ ] (OLE) [ ] vacat [
KN Fh 9008;KN;Fh;;sup. mut. ]32[ inf. mut.
KN Fh 9043;KN;Fh;;sup. mut. ](OLE)[ inf. mut.
KN Fh 9062;KN;Fh;;]OLE 3[
KN Fh 9063+;KN;Fh;ni-ja , ;sup. mut. ]ni-ja OLE (1)[
KN Fh 9064;KN;Fh;]-so-de , ;]-so-de [
KN Fh 9066;KN;Fh;;]2 V 3
KN Fh 9067;KN;Fh;*83-ja-de , ;sup. mut. ]*83-ja-de [
KN Fh 9068;KN;Fh;(ne)-[ , ;](ne)-[ inf. mut.
KN Fh 9070;KN;Fh;(a)-(pa)-to-re , ;](a)-(pa)-to-re[ inf. mut.
KN Fh 9071;KN;Fh;;sup. mut. ]2 (ru)[ inf. mut.
KN Fh 9072;KN;Fh;ru-ki , ;sup. mut. ] ru-ki[ inf. mut.
KN Fh 9074;KN;Fh;(wa)-(te) , ;](wa)-(te)[
KN Fh 9076;KN;Fh;(je)-(we) , ;](je)-(we)[ inf. mut.
KN Fh 9077;KN;Fh;*56-ti , ;*56-ti[ ]1 S 1
KN Fh 9079;KN;Fh;;sup. mut. (a)[
KN Fh 9080;KN;Fh;;]S 2
KN Fh 9094;KN;Fh;;](de) (OLE)[ inf. mut.
KN Fh 9097;KN;Fh;(a3)-(mi) , ;](a3)-(mi)[ inf. mut.
KN Fh 9098;KN;Fh;;sup. mut. ](ra)[ inf. mut.
KN Fh 9099;KN;Fh;;sup. mut. ](qa)[ inf. mut.
KN Fh 9100;KN;Fh;(ja)-[ , ;sup. mut. ](ja)-[
KN Fh 9101;KN;Fh;(wi)-[ , ;(wi)-[ inf. mut.
KN Fp 1+;KN;Fp;de-u-ki-jo-jo , me-no , di-ka-ta-jo , di-we , da-da-re-jo-de , pa-de , pa-si-te-o-i , qe-ra-si-ja , a-mi-ni-so , pa-si-te-o-i , e-ri-nu , *47-da-de , a-ne-mo , i-je-re-ja , to-so , ;de-u-ki-jo-jo 'me-no' di-ka-ta-jo / di-we OLE S 1 da-da-re-jo-de OLE S 2 pa-de OLE S 1 pa-si-te-o-i OLE 1 qe-ra-si-ja OLE S 1[ a-mi-ni-so , / pa-si-te-o-i S 1[ e-ri-nu , / OLE V 3 *47-da-de OLE V 1 a-ne-mo , / i-je-re-ja V 4 vacat to-so OLE 3 S 2 V 2
KN Fp 5;KN;Fp;di-wi-jo-jo , me-no , qe-ra-si-ja , pa-si-te-o-i , ;di-wi-jo-jo 'me-no' qe-ra-si-ja OLE S 1 pa-si-te-o-i OLE S 1 vacat
KN Fp 6;KN;Fp;ka-ra-e-ri-jo , pa-si-te-o-i , qe-ra-si-ja , ;ka-ra-e-ri-jo / pa-si-te-o-i S 1 qe-ra-si-ja OLE S 1
KN Fp 7;KN;Fp;ka-ra-e-ri-jo , me-no , di-ka-ta-de , ;ka-ra-e-ri-jo , 'me-no' [ di-ka-ta-de , OLE S (1) [
KN Fp 13;KN;Fp;;See also Spurlock Museum KN FP 13 Artifact Details.
KN Fp 14+;KN;Fp;me-no , a-ma-ko-to , jo-te-re-pa-to , e-ke-se-si , qe-ra-si-ja , a-mi-ni-so-de , pa-si-te-o-i , a-re , ;.1a me-no OLE .1b a-ma-ko-to , / jo-te-re-pa-to , // e-ke-se-si V 1 .2 qe-ra-si-ja S 1 a-mi-ni-so-de , / pa-si-te-o-i S 1 a-re (V)[
KN Fp 15;KN;Fp;ka-ra-e-ri-jo , me-no , *56-ti , pa-si-te-o-i , ;ka-ra-e-ri-jo , / me-no *56-ti S 2 , pa-si-te-o-i S 1
KN Fp 16;KN;Fp;wo-de-wi-jo , me-no , pa-si-te-o-i , qe-ra-si-jo , ;wo-de-wi-jo , 'me-no' , pa-si-te-o-i S 1 qe-ra-si-jo OLE S 1
KN Fp 18;KN;Fp;]-jo-de , ka-ra-e-ri-jo , pa-si-te-o-i , ;]-jo-de , / ka-ra-e-ri-jo , (me)[ ]jo S 1 pa-si-te-o-i S 1 [
KN Fp 30;KN;Fp;to-so-[ , ;to-so-[
KN Fp 48;KN;Fp;wo-de-wi-jo , me-no , si-ja-ma-to , pa-de , qe-ra-si-ja , pa-si-te-o-i , a-mi-ni-so-de , pa-si-te-o-i , ;wo-de-wi-jo , 'me-no' / si-ja-ma-to OLE S 2 pa-de , S 1 qe-ra-si-ja S 1 pa-si-te-o-i S (1) a-mi-ni-so-de , / pa-si-te-o-i OLE S 1
KN Fp 354;KN;Fp;ka-ra-e-i-jo , pa-ja-ni-jo , ;]ka-ra-e-i-jo OLE 1 S 2 ]jo OLE V 1 pa-ja-ni-jo OLE V 1
